GlobalId,Name,Text
1L5063dWPC$QdUCSTm2w_l,ASPWRZ,". Author: MaciekMAD/Maciek; Description: ViewDefinition [CoordinationView_V2.0]; Implementation Level: 2;1; Organization: Structural Designer; Originating System: Tekla Structures 17.0 Build:10027/23.12.2011, IFC Export Version: 306Dec 16 2011; Preprocessor Version: IFC Database Version:Work; Schema Identifiers: IFC2X3; Time Stamp: 2011-07-12T17:19:12"
1qjbGAI9T6BvurC1LlNiYL,Undefined,. Project: ASPWRZ; Top Elevation: 9769.41879833486; Bottom Elevation: -3954.5185806801; Global Top Elevation: 9769.41879833486; Global Bottom Elevation: -3954.5185806801; Has Own Geometry: 0; Children Have Geometry: 1; Global X: 697.881980348896; Global Y: -26431.1757121508; Global Z: -3954.5185806801; Bounding Box Length: 74112.2778199777; Bounding Box Width: 22464.3019117849; Bounding Box Height: 13723.937379015
0QlTeidbPB3PxneOz96_Et,Undefined,. Project: ASPWRZ; Top Elevation: 9769.41879833486; Bottom Elevation: -3954.5185806801; Global Top Elevation: 9769.41879833486; Global Bottom Elevation: -3954.5185806801; Has Own Geometry: 0; Children Have Geometry: 1; Global X: 697.881980348896; Global Y: -26168.8096562203; Global Z: -3954.5185806801; Bounding Box Length: 74112.2778199777; Bounding Box Width: 22201.9358558544; Bounding Box Height: 13723.937379015
3XlmgDE7D3cARPL5v0dg0A,Undefined,. Project: ASPWRZ; Building: Undefined; Top Elevation: 9769.41879833486; Bottom Elevation: -3954.5185806801; Global Top Elevation: 9769.41879833486; Global Bottom Elevation: -3954.5185806801; Has Own Geometry: 0; Children Have Geometry: 1; Global X: 697.881980348896; Global Y: -26168.8096562203; Global Z: -3954.5185806801; Bounding Box Length: 74112.2778199777; Bounding Box Width: 22201.9358558544; Bounding Box Height: 13723.937379015
1Fs6Ih00001p4pCparE34s,pret,. Dlugosc: 1990; Material: BST500; Numer preta: 123; Rozmiar: 8; Waga calkowita: 51.8793; Waga jednego preta: 0.78605; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 437.993183619173; Bottom Elevation: 430.005699511399; Global Top Elevation: 437.993183619173; Global Bottom Elevation: 430.005699511399; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 23072.2242080988; Global Y: -15192.8149597017; Global Z: 430.005699511399; Bounding Box Length: 9757.14952275272; Bounding Box Width: 1990.01022390299; Bounding Box Height: 7.98748410777387; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr0002M34pCpasDZau,pret,. Dlugosc: 931; Material: BST500; Numer preta: 277; Rozmiar: 8; Waga calkowita: 13.24435; Waga jednego preta: 0.367745; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 481.889607033265; Bottom Elevation: 253.999980927204; Global Top Elevation: 481.889607033265; Global Bottom Elevation: 253.999980927204; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 21030.7146886075; Global Y: -11085.8348611296; Global Z: 253.999980927204; Bounding Box Length: 719.889549489821; Bounding Box Width: 3431.17063315858; Bounding Box Height: 227.889626106061; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr0002Qp4pCpasDp0r,pret,. Dlugosc: 1300; Material: BST500; Numer preta: 119; Rozmiar: 8; Waga calkowita: 8.7295; Waga jednego preta: 0.5135; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 489.99318361986; Bottom Elevation: 482.00660486454; Global Top Elevation: 489.99318361986; Global Bottom Elevation: 482.00660486454; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 21236.0292348852; Global Y: -8169.4994109075; Global Z: 482.00660486454; Bounding Box Length: 1574.14903447152; Bounding Box Width: 1300; Bounding Box Height: 7.9865787553199; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr00034Z4pCpasDp0v,pret,. Dlugosc: 873; Material: BST500; Numer preta: 163; Rozmiar: 8; Waga calkowita: 10.004955; Waga jednego preta: 0.344835; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 489.889606391829; Bottom Elevation: 319.999672515939; Global Top Elevation: 489.889606391829; Global Bottom Elevation: 319.999672515939; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 20025.9641665227; Global Y: -5599.54265278278; Global Z: 319.999672515939; Bounding Box Length: 2784.66991897691; Bounding Box Width: 719.88954948982; Bounding Box Height: 169.889933875889; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr0003R34pCpasDp4m,pret,. Dlugosc: 1331; Material: BST500; Numer preta: 151; Rozmiar: 8; Waga calkowita: 13.67332; Waga jednego preta: 0.525745; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 481.889967634483; Bottom Elevation: 253.999978654594; Global Top Elevation: 481.889967634483; Global Bottom Elevation: 253.999978654594; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 21895.7988900193; Global Y: -7384.37809099834; Global Z: 253.999978654594; Bounding Box Length: 1119.88954245098; Bounding Box Width: 2499.67063315794; Bounding Box Height: 227.889988979888; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr0003nZ4pCpasDp8n,pret,. Dlugosc: 3971; Material: BST500; Numer preta: 117; Rozmiar: 8; Waga calkowita: 23.532915; Waga jednego preta: 1.568545; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 445.993517125015; Bottom Elevation: 438.006802055895; Global Top Elevation: 445.993517125015; Global Bottom Elevation: 438.006802055895; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 20019.7235636578; Global Y: -15192.8146976838; Global Z: 438.006802055895; Bounding Box Length: 2807.14952354703; Bounding Box Width: 3971.81504970515; Bounding Box Height: 7.98671506912018; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr0003o34pCpasDp8n,pret,. Dlugosc: 3054; Material: BST500; Numer preta: 116; Rozmiar: 8; Waga calkowita: 31.374455; Waga jednego preta: 1.20633; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 437.99320736419; Bottom Elevation: 430.006802030106; Global Top Elevation: 437.99320736419; Global Bottom Elevation: 430.006802030106; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 19890.7988125165; Global Y: -15085.4744182945; Global Z: 430.006802030106; Bounding Box Length: 3054.99943472877; Bounding Box Width: 3757.14952314992; Bounding Box Height: 7.9864053340844; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr0003pp4pCpasDp8q,pret,. Dlugosc: 3701; Material: BST500; Numer preta: 115; Rozmiar: 8; Waga calkowita: 13.158635; Waga jednego preta: 1.461895; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 445.993360589094; Bottom Elevation: 438.006778286125; Global Top Elevation: 445.993360589094; Global Bottom Elevation: 438.006778286125; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 21219.5287462332; Global Y: -11220.9996785527; Global Z: 438.006778286125; Bounding Box Length: 1607.14952354601; Bounding Box Width: 3701.50026764701; Bounding Box Height: 7.98658230296877; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr0003qJ4pCpasDp8q,pret,. Dlugosc: 1844; Material: BST500; Numer preta: 114; Rozmiar: 8; Waga calkowita: 17.490205; Waga jednego preta: 0.72838; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 437.993183594421; Bottom Elevation: 430.006778260336; Global Top Elevation: 437.993183594421; Global Bottom Elevation: 430.006778260336; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 21100.6039735826; Global Y: -11098.0741724816; Global Z: 430.006778260336; Bounding Box Length: 1844.99953440109; Bounding Box Width: 3457.14952314992; Bounding Box Height: 7.98640533408434; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr0003s34pCpasDpCo,pret,. Dlugosc: 3054; Material: BST500; Numer preta: 116; Rozmiar: 8; Waga calkowita: 19.307205; Waga jednego preta: 1.20633; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 437.993182849705; Bottom Elevation: 430.00677751562; Global Top Elevation: 437.993182849705; Global Bottom Elevation: 430.00677751562; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 19890.7993632124; Global Y: -7388.11788891093; Global Z: 430.00677751562; Bounding Box Length: 3054.99952790784; Bounding Box Width: 2257.149523149; Bounding Box Height: 7.98640533408434; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr0003sZ4pCpasDpCo,pret,. Dlugosc: 2570; Material: BST500; Numer preta: 113; Rozmiar: 8; Waga calkowita: 19.28785; Waga jednego preta: 1.01515; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 445.99348154671; Bottom Elevation: 438.00677754141; Global Top Elevation: 445.99348154671; Global Bottom Elevation: 438.00677754141; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 20064.7241293761; Global Y: -7519.54292293652; Global Z: 438.00677754141; Bounding Box Length: 2707.14952354703; Bounding Box Width: 2570.00027058826; Bounding Box Height: 7.98670400530011; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr0004Qp4pCpasDpGo,AQ50,. Dlugosc: 6000.00000000199; Material: BST500M; Numer preta: S1; Rozmiar: 5/5-10/10-960.893555x600; Waga calkowita: 17.5780038930664; Waga jednego preta: 17.5780038930664; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 497.736563859831; Bottom Elevation: 488.103024032813; Global Top Elevation: 497.736563859831; Global Bottom Elevation: 488.103024032813; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 26456.0564866097; Global Y: -14678.2542739857; Global Z: 488.103024032813; Bounding Box Length: 6000.00000175522; Bounding Box Width: 960.893554754934; Bounding Box Height: 9.63353982701773; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr0004RJ4pCpasDpGo,AQ50,. Dlugosc: 3210.25742187956; Material: BST500M; Numer preta: S2; Rozmiar: 5/5-10/10-960.893555x321; Waga calkowita: 9.47097659511239; Waga jednego preta: 9.47097659511239; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 497.737746363684; Bottom Elevation: 488.105302416815; Global Top Elevation: 497.737746363684; Global Bottom Elevation: 488.105302416815; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 23445.7990647313; Global Y: -14678.2542739937; Global Z: 488.105302416815; Bounding Box Length: 3210.25742363375; Bounding Box Width: 960.893554747547; Bounding Box Height: 9.63244394686933; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr0004n34pCpasDpGu,AQ50,. Dlugosc: 1717.53110351479; Material: BST500M; Numer preta: S3; Rozmiar: 5/5-10/10-1366.0x172; Waga calkowita: 7.2333248101128; Waga jednego preta: 7.2333248101128; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 497.734230681322; Bottom Elevation: 488.103008241798; Global Top Elevation: 497.734230681322; Global Bottom Elevation: 488.103008241798; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 20740.8025935136; Global Y: -14088.6307602358; Global Z: 488.103008241798; Bounding Box Length: 1366.00000000644; Bounding Box Width: 1717.53110351494; Bounding Box Height: 9.63122243952432; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr0004v34pCpasDpGv,AQ50,. Dlugosc: 993.69998779297; Material: BST500M; Numer preta: S4; Rozmiar: 5/5-10/10-2847.5x99; Waga calkowita: 8.48803462572267; Waga jednego preta: 8.48803462572267; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 497.234597261574; Bottom Elevation: 487.603024033497; Global Top Elevation: 497.234597261574; Global Bottom Elevation: 487.603024033497; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 21556.8854778379; Global Y: -10816.9994109062; Global Z: 487.603024033497; Bounding Box Length: 993.699989548211; Bounding Box Width: 2847.5; Bounding Box Height: 9.63157322807717; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr0004_p4pCpasDpKp,AQ50,. Dlugosc: 1643.89820467954; Material: BST500M; Numer preta: S6; Rozmiar: 5/5-10/10-1404.824829x164; Waga calkowita: 7.22409341442823; Waga jednego preta: 7.22409341442823; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 497.734206166837; Bottom Elevation: 488.102983727313; Global Top Elevation: 497.734206166837; Global Bottom Elevation: 488.102983727313; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 20690.7752371244; Global Y: -7069.6048139789; Global Z: 488.102983727313; Bounding Box Length: 1405.06122559847; Bounding Box Width: 1644.1031985771; Bounding Box Height: 9.63122243952432; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr00055J4pCpasE30n,pret,. Dlugosc: 3130; Material: BST500; Numer preta: 2031; Rozmiar: 8; Waga calkowita: 23.49065; Waga jednego preta: 1.23635; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: -412.006808370753; Bottom Elevation: -419.993401838555; Global Top Elevation: -412.006808370753; Global Bottom Elevation: -419.993401838555; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 39846.2299545006; Global Y: -8029.57057302714; Global Z: -419.993401838555; Bounding Box Length: 1807.14952275423; Bounding Box Width: 3130.01232272377; Bounding Box Height: 7.98659346780227; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr00055p4pCpasE30n,pret,. Dlugosc: 2312; Material: BST500; Numer preta: 128; Rozmiar: 8; Waga calkowita: 24.657875; Waga jednego preta: 0.91324; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: -404.006777332667; Bottom Elevation: -411.993202670984; Global Top Elevation: -404.006777332667; Global Bottom Elevation: -411.993202670984; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 39593.7627808257; Global Y: -7768.14536156886; Global Z: -411.993202670984; Bounding Box Length: 2312.06192143201; Bounding Box Width: 2607.14952315201; Bounding Box Height: 7.98642533831639; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr0005E34pCpasE30q,pret,. Dlugosc: 1500; Material: BST500; Numer preta: 164; Rozmiar: 8; Waga calkowita: 11.85632; Waga jednego preta: 0.5925; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: -330.11032953537; Bottom Elevation: -419.889752430455; Global Top Elevation: -330.11032953537; Global Bottom Elevation: -419.889752430455; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 39828.8697506748; Global Y: -5999.55838274405; Global Z: -419.889752430455; Bounding Box Length: 1846.77433922254; Bounding Box Width: 1119.90147729607; Bounding Box Height: 89.7794228950852; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr0005eJ4pCpasE30t,pret,. Dlugosc: 1319; Material: BST500; Numer preta: 155; Rozmiar: 8; Waga calkowita: 10.42326; Waga jednego preta: 0.521005; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: -330.110126271498; Bottom Elevation: -546.00000042431; Global Top Elevation: -330.110126271498; Global Bottom Elevation: -546.00000042431; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 39828.9287426566; Global Y: -8049.45921002879; Global Z: -546.00000042431; Bounding Box Length: 1846.73169189962; Bounding Box Width: 1119.88954949347; Bounding Box Height: 215.889874152812; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr00064J4pCpasE34m,pret,. Dlugosc: 1184; Material: BST500; Numer preta: 165; Rozmiar: 8; Waga calkowita: 13.104125; Waga jednego preta: 0.46768; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: -338.11036283011; Bottom Elevation: -411.889549061776; Global Top Elevation: -338.11036283011; Global Bottom Elevation: -411.889549061776; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 41105.8038131223; Global Y: -7794.41143035511; Global Z: -411.889549061776; Bounding Box Length: 819.91040459308; Bounding Box Width: 2644.70321158792; Bounding Box Height: 73.7791862316652; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr0006BJ4pCpasE34n,pret,. Dlugosc: 1011; Material: BST500; Numer preta: 156; Rozmiar: 8; Waga calkowita: 11.186005; Waga jednego preta: 0.399345; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: -338.110362824617; Bottom Elevation: -546; Global Top Elevation: -338.110362824617; Global Bottom Elevation: -546; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 39573.8238732911; Global Y: -7794.4101023209; Global Z: -546; Bounding Box Length: 819.939277669197; Bounding Box Width: 2644.69774456809; Bounding Box Height: 207.889637175382; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr0006QJ4pCpasE34q,AQ50,. Dlugosc: 1111.99997558594; Material: BST500M; Numer preta: S8; Rozmiar: 5/5-10/10-1330.0x111; Waga calkowita: 4.61885674960382; Waga jednego preta: 4.61885674960382; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: -322.265337194448; Bottom Elevation: -331.896956893698; Global Top Elevation: -322.265337194448; Global Bottom Elevation: -331.896956893698; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 40193.7047592511; Global Y: -7129.57059998856; Global Z: -331.896956893698; Bounding Box Length: 1111.99997734118; Bounding Box Width: 1330.00000000241; Bounding Box Height: 9.63161969924943; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr0008434pCpasE3Gt,pret,. Dlugosc: 2436; Material: BST500; Numer preta: 255; Rozmiar: 12; Waga calkowita: 43.266912; Waga jednego preta: 2.163168; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 269.834753216665; Bottom Elevation: 110.165676250145; Global Top Elevation: 269.834753216665; Global Bottom Elevation: 110.165676250145; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 8310.04600715959; Global Y: -26162.6343903432; Global Z: 110.165676250145; Bounding Box Length: 1911.5055999013; Bounding Box Width: 2019.83432423473; Bounding Box Height: 159.66907696652; Layer: TS_4 kondygnacja I - belki i plyty schody
1FsQrr0008pp4pCpasE3Ko,pret,. Dlugosc: 2243; Material: BST500; Numer preta: 16; Rozmiar: 12; Waga calkowita: 143.415552; Waga jednego preta: 1.991784; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 257.835154020916; Bottom Elevation: 109.999997708143; Global Top Elevation: 257.835154020916; Global Bottom Elevation: 109.999997708143; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 8365.7989998227; Global Y: -25898.5528639135; Global Z: 109.999997708143; Bounding Box Length: 2119.83431367642; Bounding Box Width: 7101.90109133943; Bounding Box Height: 147.835156312772; Layer: TS_4 kondygnacja I - belki i plyty schody
