GlobalId,Name,Text
2lWrGK6Aj43QEHo8Gwf55a,Assembled Stair:Stair:571581 Stringer 1,. ProfileName: Stringer - 50mm Width; IsExternal: 0; Reference: Stringer - 50mm Width; Slope: 26.5650511770663; Category: Supports; Reference: Stringer - 50mm Width; Project: 0001; Storey: Street level; Top Elevation: 523.258497187447; Bottom Elevation: -8.88178419700125E-13; Global Top Elevation: 523.258497187447; Global Bottom Elevation: -8.88178419700125E-13; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 6856.82285813676; Global Y: 2368.81609259143; Global Z: -8.88178419700125E-13; Bounding Box Length: 203.462519588733; Bounding Box Width: 592.520074204664; Bounding Box Height: 523.258497187448; Layer: S-STRS
2lWrGK6Aj43QEHo8Gwf55Z,Assembled Stair:Stair:571581 Stringer 2,. ProfileName: Stringer - 50mm Width; IsExternal: 0; Reference: Stringer - 50mm Width; Slope: 26.565051177078; Category: Supports; Reference: Stringer - 50mm Width; Project: 0001; Storey: Street level; Top Elevation: 523.258497187474; Bottom Elevation: 0; Global Top Elevation: 523.258497187474; Global Bottom Elevation: 0; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -2599.35947863727; Global Y: 6539.01302604763; Global Z: 0; Bounding Box Length: 459.619407771256; Bounding Box Width: 459.619407771256; Bounding Box Height: 523.258497187474; Layer: S-STRS
2lWrGK6Aj43QEHo8Gwf54M,Railing:1100mm:571681,. Category: Railings; Reference: 1100mm; Height: 1100; IsExternal: 0; Reference: 1100mm; Project: 0001; Storey: Street level; Top Elevation: 1550; Bottom Elevation: 150; Global Top Elevation: 1550; Global Bottom Elevation: 150; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -2563.72129686546; Global Y: 6503.37484427582; Global Z: 150; Bounding Box Length: 459.619407771256; Bounding Box Width: 459.619407771257; Bounding Box Height: 1400; Layer: A-FLOR-HRAL
2lWrGK6Aj43QEHo8Gwf54I,Railing:1100mm:571685,. ProfileName: 1100mm; ProfileName: 1100mm; ProfileName: 1100mm; ProfileName: 1100mm; ProfileName: 1100mm; ProfileName: 1100mm; ProfileName: 1100mm; ProfileName: 1100mm; Category: Railings; Reference: 1100mm; Height: 1100; IsExternal: 0; Reference: 1100mm; Project: 0001; Storey: Street level; Top Elevation: 1550; Bottom Elevation: 149.999999999999; Global Top Elevation: 1550; Global Bottom Elevation: 149.999999999999; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 6808.13731549458; Global Y: 2381.84981568336; Global Z: 149.999999999999; Bounding Box Length: 203.46251958874; Bounding Box Width: 592.520074204671; Bounding Box Height: 1400.00000000001; Layer: A-FLOR-HRAL
29w45MKkv9yu3UjOOOyCma,Basic Wall:Generic - 300mm:471837,. XDim: 22261.0645849265; YDim: 300.000000000001; Roughness: 914.4; Category: Walls; Reference: Generic - 300mm; Reference: Generic - 300mm; ExtendToStructure: 0; IsExternal: 1; LoadBearing: 0; Reference: Generic - 300mm; Project: 0001; Storey: Street level; Top Elevation: 450; Bottom Elevation: 0; Global Top Elevation: 450; Global Bottom Elevation: 0; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -12788.5735096577; Global Y: -7957.68734898257; Global Z: 0; Bounding Box Length: 2227.02051768072; Bounding Box Width: 22203.3884367502; Bounding Box Height: 450; Layer: A-WALL
2cqpA3Ub16Ex8H$4a3QA8u,Basic Wall:Generic - 300mm:519060,. XDim: 25636.0668819558; YDim: 300.000000000001; Roughness: 914.4; Category: Walls; Reference: Generic - 300mm; Reference: Generic - 300mm; ExtendToStructure: 0; IsExternal: 1; LoadBearing: 0; Reference: Generic - 300mm; Project: 0001; Storey: Street level; Top Elevation: 450; Bottom Elevation: 0; Global Top Elevation: 450; Global Bottom Elevation: 0; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 14003.692641799; Global Y: -22173.0551970514; Global Z: 0; Bounding Box Length: 4674.73782745211; Bounding Box Width: 25310.5213670766; Bounding Box Height: 450; Layer: A-WALL
0PfeWE7Aj7GBHCsLa67379,UC-Universal Columns-Column:UC305x305x97:552739,. FilletRadius: 15.2; FlangeThickness: 15.4; OverallDepth: 307.9; OverallWidth: 305.3; ProfileName: UC305x305x97; WebThickness: 9.90000000000002; IsExternal: 0; LoadBearing: 1; Reference: UC305x305x97; Category: Structural Columns; Reference: UC305x305x97; Reference: UC305x305x97; Project: 0001; Storey: Street level; Top Elevation: 8950; Bottom Elevation: 0; Global Top Elevation: 8950; Global Bottom Elevation: 0; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 9298.84165763784; Global Y: -13548.6778467414; Global Z: 0; Bounding Box Length: 374.539497156671; Bounding Box Width: 376.378675100412; Bounding Box Height: 8950; Layer: S-COLS
1eu4XPbTzBchVWRGaY34FW,M_Rectangular Column:10*10:572147,. ProfileName: 10*10; XDim: 199.999999999999; YDim: 200; IsExternal: 0; Reference: 10*10; Category: Columns; Reference: 10*10; Reference: 10*10; Project: 0001; Storey: Street level; Top Elevation: 4850; Bottom Elevation: 0; Global Top Elevation: 4850; Global Bottom Elevation: 0; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -2705.42549581525; Global Y: 6256.17031357301; Global Z: 0; Bounding Box Length: 282.842712474619; Bounding Box Width: 282.842712474619; Bounding Box Height: 4850; Layer: A-COLS
1eu4XPbTzBchVWRGaY34Ai,M_Rectangular Column:10*10:572351,. ProfileName: 10*10; XDim: 199.999999999999; YDim: 200; IsExternal: 0; Reference: 10*10; Category: Columns; Reference: 10*10; Reference: 10*10; Project: 0001; Storey: Street level; Top Elevation: 4850; Bottom Elevation: 0; Global Top Elevation: 4850; Global Bottom Elevation: 0; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 6611.90499373438; Global Y: 2188.54982801481; Global Z: 0; Bounding Box Length: 244.917864402179; Bounding Box Width: 244.917864402183; Bounding Box Height: 4850; Layer: A-COLS
13JhjHaRn51Oib0nWSpKdu,M_Parking Space:4800 x 2400mm - 90 deg:570290,. ProfileName: 4800 x 2400mm - 90 deg; XDim: 101.600000000001; YDim: 4800; Reference: 4800 x 2400mm - 90 deg; Category: Parking; Reference: 4800 x 2400mm - 90 deg; Project: 0001; Storey: Street level; Top Elevation: 3.17499999999971; Bottom Elevation: 0; Global Top Elevation: 3.17499999999971; Global Bottom Elevation: 0; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -9261.2030810654; Global Y: 7659.31737364522; Global Z: 0; Bounding Box Length: 1652.26139598459; Bounding Box Width: 4573.68739542876; Bounding Box Height: 3.17499999999971; Layer: C-PRKG
13JhjHaRn51Oib0nWSpKu_,M_Parking Space:4800 x 2400mm - 90 deg:570484,. ProfileName: 4800 x 2400mm - 90 deg; XDim: 101.600000000001; YDim: 4800; Reference: 4800 x 2400mm - 90 deg; Category: Parking; Reference: 4800 x 2400mm - 90 deg; Project: 0001; Storey: Street level; Top Elevation: 3.17499999999971; Bottom Elevation: 0; Global Top Elevation: 3.17499999999971; Global Bottom Elevation: 0; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 10797.1315800928; Global Y: 998.434404843714; Global Z: 0; Bounding Box Length: 1652.26139598459; Bounding Box Width: 4573.68739542876; Bounding Box Height: 3.17499999999971; Layer: C-PRKG
13JhjHaRn51Oib0nWSpKwr,M_Parking Space:4800 x 2400mm - 90 deg:570623,. ProfileName: 4800 x 2400mm - 90 deg; XDim: 101.600000000001; YDim: 4800; Reference: 4800 x 2400mm - 90 deg; Category: Parking; Reference: 4800 x 2400mm - 90 deg; Project: 0001; Storey: Street level; Top Elevation: 3.17499999999971; Bottom Elevation: 0; Global Top Elevation: 3.17499999999971; Global Bottom Elevation: 0; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 8526.75712466394; Global Y: 1776.50884352944; Global Z: 0; Bounding Box Length: 1652.26139598459; Bounding Box Width: 4573.68739542876; Bounding Box Height: 3.17499999999971; Layer: C-PRKG
13JhjHaRn51Oib0nWSpKzj,M_Parking Space:4800 x 2400mm - 90 deg:570663,. ProfileName: 4800 x 2400mm - 90 deg; XDim: 101.600000000001; YDim: 4800; Reference: 4800 x 2400mm - 90 deg; Category: Parking; Reference: 4800 x 2400mm - 90 deg; Project: 0001; Storey: Street level; Top Elevation: 3.17499999999971; Bottom Elevation: 0; Global Top Elevation: 3.17499999999971; Global Bottom Elevation: 0; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 13067.5060355217; Global Y: 220.359966158; Global Z: 0; Bounding Box Length: 1652.26139598459; Bounding Box Width: 4573.68739542876; Bounding Box Height: 3.17499999999971; Layer: C-PRKG
13JhjHaRn51Oib0nWSpKyb,M_Parking Space:4800 x 2400mm - 90 deg:570735,. ProfileName: 4800 x 2400mm - 90 deg; XDim: 101.600000000001; YDim: 4800; Reference: 4800 x 2400mm - 90 deg; Category: Parking; Reference: 4800 x 2400mm - 90 deg; Project: 0001; Storey: Street level; Top Elevation: 3.17499999999971; Bottom Elevation: 0; Global Top Elevation: 3.17499999999971; Global Bottom Elevation: 0; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -6990.82862563653; Global Y: 6881.24293495949; Global Z: 0; Bounding Box Length: 1652.26139598459; Bounding Box Width: 4573.68739542876; Bounding Box Height: 3.17499999999971; Layer: C-PRKG
0a3v3dJi10mxIqGCVASCqx,Grond floor,. Name: Grond floor; AboveGround: 9.88131291682493E-324; Category: Levels; Name: Grond floor; Project: 0001; Top Elevation: 12250.0000000003; Bottom Elevation: 88.0000000000001; Global Top Elevation: 12250.0000000003; Global Bottom Elevation: 88.0000000000001; Has Own Geometry: 0; Children Have Geometry: 1; Global X: -17508.8953686974; Global Y: -22175.7958908724; Global Z: 88.0000000000001; Bounding Box Length: 35416.7667637327; Bounding Box Width: 30489.6603462282; Bounding Box Height: 12162.0000000003
0HG2A49bzDARlPHy2ZDHwJ,Basic Wall:CW 102-50-100p:350250,. XDim: 3551.999862424; YDim: 264; Roughness: 914.4; Category: Walls; Reference: CW 102-50-100p; Reference: CW 102-50-100p; ExtendToStructure: 0; IsExternal: 1; LoadBearing: 0; Reference: CW 102-50-100p; ThermalTransmittance: 0.87233965970269; Project: 0001; Storey: Grond floor; Top Elevation: 12250.0000000003; Bottom Elevation: 450; Global Top Elevation: 12250.0000000003; Global Bottom Elevation: 450; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -10948.7842714974; Global Y: 1715.22264418355; Global Z: 450; Bounding Box Length: 2698.31937972695; Bounding Box Width: 2698.31937972694; Bounding Box Height: 11800.0000000003; Layer: A-WALL
0HG2A49bzDARlPHy2ZDHpc,Basic Wall:CW 102-50-100p:350815,. Roughness: 914.4; Category: Walls; Reference: CW 102-50-100p; Reference: CW 102-50-100p; ExtendToStructure: 0; IsExternal: 1; LoadBearing: 0; Reference: CW 102-50-100p; ThermalTransmittance: 0.87233965970269; Project: 0001; Storey: Grond floor; Top Elevation: 4850; Bottom Elevation: 450; Global Top Elevation: 4850; Global Bottom Elevation: 450; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 11039.4663404093; Global Y: -7187.60787965217; Global Z: 450; Bounding Box Length: 1697.79354800808; Bounding Box Width: 5455.95475915809; Bounding Box Height: 4400; Layer: A-WALL
0HG2A49bzDARlPHy2ZDHg7,Basic Wall:CW 102-50-100p:351294,. Roughness: 914.4; Category: Walls; Reference: CW 102-50-100p; Reference: CW 102-50-100p; ExtendToStructure: 0; IsExternal: 1; LoadBearing: 0; Reference: CW 102-50-100p; ThermalTransmittance: 0.87233965970269; Project: 0001; Storey: Grond floor; Top Elevation: 4850; Bottom Elevation: 450; Global Top Elevation: 4850; Global Bottom Elevation: 450; Has Own Geometry: 1; Children Have Geometry: 1; Global X: 6547.16277581163; Global Y: -7119.33599678967; Global Z: 450; Bounding Box Length: 4560.57544746022; Bounding Box Width: 1391.70629419384; Bounding Box Height: 4400; Layer: A-WALL
0ILlj_8499jgSJqaW7BinW,M_Single-Flush:0762 x 2032mm:414370:1,. XDim: 762; YDim: 2032; Project: 0001; Storey: Grond floor; Top Elevation: 2482; Bottom Elevation: 450; Global Top Elevation: 2482; Global Bottom Elevation: 450; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 6756.43130247304; Global Y: -6169.69641855571; Global Z: 450; Bounding Box Length: 804.3380940503; Bounding Box Width: 451.929425738449; Bounding Box Height: 2032; Layer: A-WALL
0HG2A49bzDARlPHy2ZDHeE,Basic Wall:CW 102-50-100p:351415,. Roughness: 914.4; Category: Walls; Reference: CW 102-50-100p; Reference: CW 102-50-100p; ExtendToStructure: 0; IsExternal: 1; LoadBearing: 0; Reference: CW 102-50-100p; ThermalTransmittance: 0.87233965970269; Project: 0001; Storey: Grond floor; Top Elevation: 4850; Bottom Elevation: 450; Global Top Elevation: 4850; Global Bottom Elevation: 450; Has Own Geometry: 1; Children Have Geometry: 1; Global X: 6157.69439787309; Global Y: -6069.00782368245; Global Z: 450; Bounding Box Length: 667.002277876484; Bounding Box Width: 436.30746427636; Bounding Box Height: 4400; Layer: A-WALL
0OBLGKgGv3gf4YniPTyOaM,Basic Wall:CW 102-50-100p:351415,. ProfileName: 0762 x 2032mm; XDim: 2032; YDim: 263.999999999999; Reference: 0762 x 2032mm; Category: Doors; Reference: 0762 x 2032mm; Project: 0001; Storey: Grond floor; Top Elevation: 2482; Bottom Elevation: 450; Global Top Elevation: 2482; Global Bottom Elevation: 450; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 6756.42479288707; Global Y: -6169.77017779462; Global Z: 450; Bounding Box Length: 804.350920428686; Bounding Box Width: 452.07698915845; Bounding Box Height: 2032; Layer: A-DOOR
0HG2A49bzDARlPHy2ZDHkq,Basic Wall:CW 102-50-100p:351501,. Roughness: 914.4; Category: Walls; Reference: CW 102-50-100p; Reference: CW 102-50-100p; ExtendToStructure: 0; IsExternal: 1; LoadBearing: 0; Reference: CW 102-50-100p; ThermalTransmittance: 0.87233965970269; Project: 0001; Storey: Grond floor; Top Elevation: 4850; Bottom Elevation: 450; Global Top Elevation: 4850; Global Bottom Elevation: 450; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 2617.16465651693; Global Y: -11912.8232182555; Global Z: 450; Bounding Box Length: 1428.2218701982; Bounding Box Width: 4549.82046213267; Bounding Box Height: 4400; Layer: A-WALL
0HG2A49bzDARlPHy2ZDHYh,Basic Wall:Interior - 135mm Partition (2-hr):351762,. Roughness: 914.4; Category: Walls; Reference: Interior - 135mm Partition (2-hr); Reference: Interior - 135mm Partition (2-hr); ExtendToStructure: 0; IsExternal: 0; LoadBearing: 0; Reference: Interior - 135mm Partition (2-hr); ThermalTransmittance: 0.374531835205993; Project: 0001; Storey: Grond floor; Top Elevation: 4850; Bottom Elevation: 450; Global Top Elevation: 4850; Global Bottom Elevation: 450; Has Own Geometry: 1; Children Have Geometry: 1; Global X: -4686.62493303346; Global Y: -9684.86027686074; Global Z: 450; Bounding Box Length: 1246.60008251855; Bounding Box Width: 4497.93109903721; Bounding Box Height: 4400; Layer: I-WALL
0AmyuC6YjAavzNb8r6o6I$,Basic Wall:Interior - 135mm Partition (2-hr):351762,. ProfileName: 0915 x 2134mm; XDim: 2134; YDim: 264; Reference: 0915 x 2134mm; Category: Doors; Reference: 0915 x 2134mm; Project: 0001; Storey: Grond floor; Top Elevation: 2584; Bottom Elevation: 450; Global Top Elevation: 2584; Global Bottom Elevation: 450; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -4320.28277380961; Global Y: -5373.60536805678; Global Z: 450; Bounding Box Length: 833.678895018938; Bounding Box Width: 833.678895018942; Bounding Box Height: 2134; Layer: A-DOOR
0HG2A49bzDARlPHy2ZDHZ9,Basic Wall:CW 102-50-100p:351856,. Roughness: 914.4; Category: Walls; Reference: CW 102-50-100p; Reference: CW 102-50-100p; ExtendToStructure: 0; IsExternal: 1; LoadBearing: 0; Reference: CW 102-50-100p; ThermalTransmittance: 0.87233965970269; Project: 0001; Storey: Grond floor; Top Elevation: 4850; Bottom Elevation: 450; Global Top Elevation: 4850; Global Bottom Elevation: 450; Has Own Geometry: 1; Children Have Geometry: 1; Global X: -10762.1080812642; Global Y: -5420.34671553787; Global Z: 450; Bounding Box Length: 7210.38552074269; Bounding Box Width: 7322.24554995466; Bounding Box Height: 4400; Layer: A-WALL
0oaWyEpLXEbOSg6WZy61Ce,M_Single-Flush:0915 x 2134mm:543783:1,. XDim: 915; YDim: 2134; Project: 0001; Storey: Grond floor; Top Elevation: 2584; Bottom Elevation: 450; Global Top Elevation: 2584; Global Bottom Elevation: 450; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -4320.28277380961; Global Y: -5373.60536805679; Global Z: 450; Bounding Box Length: 833.678895018939; Bounding Box Width: 833.678895018942; Bounding Box Height: 2134; Layer: A-WALL
2RMpgrzej4Lg$r4DshTPL4,Basic Wall:Interior - 135mm Partition (2-hr):354523,. Roughness: 914.4; Category: Walls; Reference: Interior - 135mm Partition (2-hr); Reference: Interior - 135mm Partition (2-hr); ExtendToStructure: 0; IsExternal: 0; LoadBearing: 0; Reference: Interior - 135mm Partition (2-hr); ThermalTransmittance: 0.374531835205993; Project: 0001; Storey: Grond floor; Top Elevation: 4850; Bottom Elevation: 450; Global Top Elevation: 4850; Global Bottom Elevation: 450; Has Own Geometry: 1; Children Have Geometry: 1; Global X: 6497.79561670827; Global Y: -5665.76613908618; Global Z: 450; Bounding Box Length: 1431.2861326292; Bounding Box Width: 4884.02453394557; Bounding Box Height: 4400; Layer: I-WALL
1S_xZsbUHD0ARievEtROVG,Basic Wall:Interior - 135mm Partition (2-hr):354523,. ProfileName: 0762 x 2032mm; XDim: 2032; YDim: 263.999999999999; Reference: 0762 x 2032mm; Category: Doors; Reference: 0762 x 2032mm; Project: 0001; Storey: Grond floor; Top Elevation: 2482; Bottom Elevation: 450; Global Top Elevation: 2482; Global Bottom Elevation: 450; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 6756.42479288707; Global Y: -6169.77017779462; Global Z: 450; Bounding Box Length: 804.350920428685; Bounding Box Width: 452.07698915845; Bounding Box Height: 2032; Layer: A-DOOR
1XtC_MuVf1wBP2kkPVvfat,Door-Double-Sliding1:showers:545286:1,. XDim: 2032; YDim: 799.999999999999; Project: 0001; Storey: Grond floor; Top Elevation: 2482; Bottom Elevation: 450; Global Top Elevation: 2482; Global Bottom Elevation: 450; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 6924.74039020858; Global Y: -4078.92714251597; Global Z: 450; Bounding Box Length: 337.612175011959; Bounding Box Width: 807.844223391925; Bounding Box Height: 2032; Layer: A-WALL
2lrUU8Tqz92AICLQu1TLtQ,Basic Wall:CW 102-50-100p:357834,. Roughness: 914.4; Category: Walls; Reference: CW 102-50-100p; Reference: CW 102-50-100p; ExtendToStructure: 0; IsExternal: 1; LoadBearing: 0; Reference: CW 102-50-100p; ThermalTransmittance: 0.87233965970269; Project: 0001; Storey: Grond floor; Top Elevation: 4850; Bottom Elevation: 450; Global Top Elevation: 4850; Global Bottom Elevation: 450; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 3674.56950379209; Global Y: -7425.37746056468; Global Z: 450; Bounding Box Length: 904.760344453015; Bounding Box Width: 552.58565444749; Bounding Box Height: 4400; Layer: A-WALL
2lrUU8Tqz92AICLQu1TLyn,Basic Wall:CW 102-50-100p:358177,. Roughness: 914.4; Category: Walls; Reference: CW 102-50-100p; Reference: CW 102-50-100p; ExtendToStructure: 0; IsExternal: 1; LoadBearing: 0; Reference: CW 102-50-100p; ThermalTransmittance: 0.87233965970269; Project: 0001; Storey: Grond floor; Top Elevation: 8950; Bottom Elevation: 450; Global Top Elevation: 8950; Global Bottom Elevation: 450; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -2133.02717133017; Global Y: 1476.80849658842; Global Z: 450; Bounding Box Length: 1650.52472091059; Bounding Box Width: 696.885430689477; Bounding Box Height: 8500; Layer: A-WALL
2lrUU8Tqz92AICLQu1TLNx,Basic Wall:CW 102-50-100p:359915,. Roughness: 914.4; Category: Walls; Reference: CW 102-50-100p; Reference: CW 102-50-100p; ExtendToStructure: 0; IsExternal: 1; LoadBearing: 0; Reference: CW 102-50-100p; ThermalTransmittance: 0.87233965970269; Project: 0001; Storey: Grond floor; Top Elevation: 4488; Bottom Elevation: 450; Global Top Elevation: 4488; Global Bottom Elevation: 450; Has Own Geometry: 1; Children Have Geometry: 1; Global X: -5823.88901788281; Global Y: -11845.6296893416; Global Z: 450; Bounding Box Length: 8507.73849268099; Bounding Box Width: 2476.88899124165; Bounding Box Height: 4038; Layer: A-WALL
2JJqxZjqn96xzCFNfZMpfb,Door-Exterior-Double-Two_Lite:my door:388452:1,. XDim: 2235.2; YDim: 1601.6; Project: 0001; Storey: Grond floor; Top Elevation: 2685.2; Bottom Elevation: 450; Global Top Elevation: 2685.2; Global Bottom Elevation: 450; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -1682.20530810508; Global Y: -11121.7274659434; Global Z: 450; Bounding Box Length: 1616.04853562479; Bounding Box Width: 662.945725594574; Bounding Box Height: 2235.2; Layer: A-WALL
2JJqxZjqn96xzCFNfZMn8n,"Window-Sliding-Double:60"" x 48"":378160:1",. XDim: 1219.2; YDim: 1524; Project: 0001; Storey: Grond floor; Top Elevation: 2583.6; Bottom Elevation: 1364.4; Global Top Elevation: 2583.6; Global Bottom Elevation: 1364.4; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -4083.16770666159; Global Y: -10470.0724258706; Global Z: 1364.4; Bounding Box Length: 1541.00410576325; Bounding Box Width: 643.194939616365; Bounding Box Height: 1219.2; Layer: A-WALL
2JJqxZjqn96xzCFNfZMn9F,"Window-Sliding-Double:60"" x 48"":378190:1",. XDim: 1219.2; YDim: 1524; Project: 0001; Storey: Grond floor; Top Elevation: 2583.6; Bottom Elevation: 1364.4; Global Top Elevation: 2583.6; Global Bottom Elevation: 1364.4; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 775.378886435853; Global Y: -11748.7831056967; Global Z: 1364.4; Bounding Box Length: 1541.00410576325; Bounding Box Width: 643.194939616365; Bounding Box Height: 1219.2; Layer: A-WALL
